"CHILDID","mm1","mm2","mm3","w1","w2","w3","POST","cons","Mob","PRE","RET","wM","wPRE","wRET"
"0180021C",190,0,0,1,0,0,135.97,1,0,72.16,1,-0.195325782859405,-1.26310939791117,-1.72026663548123
"0010019C",1,0,0,1,0,0,147.26,1,0,49.92,1,-0.129391716925339,-15.8414061012079,-1.72026663548123
"0745014C",1072,0,0,1,0,0,103.95,1,0,43.25,0,-0.272248859782482,-7.02712038692216,-2.72026663548123
"0745016C",1072,0,0,1,0,0,147.28,1,0,65.81,0,-0.272248859782482,-7.02712038692216,-2.72026663548123
"0183006C",191,0,0,1,0,0,123.32,1,0,57.89,1,0.0610844735508517,0.619070089268313,-1.72026663548123
"0183009C",191,0,0,1,0,0,130.23,1,0,54.04,1,0.0610844735508517,0.619070089268313,-1.72026663548123
"0745019C",1072,0,0,1,0,0,128.82,1,0,57.6,0,-0.272248859782482,-7.02712038692216,-2.72026663548123
"0745020C",1072,0,0,1,0,0,142.35,1,0,69.03,0,-0.272248859782482,-7.02712038692216,-2.72026663548123
"0011007C",57,0,0,1,0,0,127.62,1,0,55.63,1,-0.272248859782482,-3.44715798090713,-1.72026663548123
"0183018C",191,0,0,1,0,0,114.58,1,0,68.63,1,0.0610844735508517,0.619070089268313,-1.72026663548123
"0183019C",191,0,0,1,0,0,140.15,1,0,79.34,1,0.0610844735508517,0.619070089268313,-1.72026663548123
"0183020C",191,0,0,1,0,0,114.57,1,0,55.07,1,0.0610844735508517,0.619070089268313,-1.72026663548123
"0183021C",191,0,0,1,0,0,97.12,1,0,42.02,1,0.0610844735508517,0.619070089268313,-1.72026663548123
"0183024C",191,0,0,1,0,0,109.02,1,0,52.88,1,0.0610844735508517,0.619070089268313,-1.72026663548123
"0184001C",192,0,0,1,0,0,150.96,1,0,55.29,12,-0.147248859782482,-13.416763244065,9.27973336451877
"0746006C",1074,0,0,1,0,0,104.62,1,0,62.25,0,-0.16113774867137,3.1279589781572,-2.72026663548123
"0184006C",192,0,0,1,0,0,112.56,1,0,43.81,12,-0.147248859782482,-13.416763244065,9.27973336451877
"0184007C",192,0,0,1,0,0,125.22,1,0,47.64,12,-0.147248859782482,-13.416763244065,9.27973336451877
"0184008C",192,0,0,1,0,0,108.05,1,0,39.46,12,-0.147248859782482,-13.416763244065,9.27973336451877
"0184014C",192,0,0,1,0,0,129.63,1,0,53.35,12,-0.147248859782482,-13.416763244065,9.27973336451877
"0184015C",571,0,0,1,0,0,67.61,1,0,39.59,2,0.0610844735508517,-14.699263244065,-0.72026663548123
"0184016C",192,0,0,1,0,0,127.62,1,0,68.59,12,-0.147248859782482,-13.416763244065,9.27973336451877
"0011023C",57,0,0,1,0,0,107.8,1,0,56.91,1,-0.272248859782482,-3.44715798090713,-1.72026663548123
"0184021C",192,0,0,1,0,0,103.78,1,0,44.15,12,-0.147248859782482,-13.416763244065,9.27973336451877
"0746019C",1074,0,0,1,0,0,160.77,1,0,113.9,0,-0.16113774867137,3.1279589781572,-2.72026663548123
"0184023C",495,0,0,1,0,0,116.7,1,0,51.71,3,-0.272248859782482,-10.919263244065,0.27973336451877
"0184025C",571,0,0,1,0,0,63.91,1,0,50.17,2,0.0610844735508517,-14.699263244065,-0.72026663548123
"0185003C",193,0,0,1,0,0,149.96,1,0,54.79,0,-0.272248859782482,-4.64640610120788,-2.72026663548123
"0185004C",193,0,0,1,0,0,120.36,1,0,44.03,0,-0.272248859782482,-4.64640610120788,-2.72026663548123
"0185007C",193,0,0,1,0,0,120.32,1,0,60.97,0,-0.272248859782482,-4.64640610120788,-2.72026663548123
"0185009C",193,0,0,1,0,0,129.84,1,0,60.33,0,-0.272248859782482,-4.64640610120788,-2.72026663548123
"0185016C",193,0,0,1,0,0,121.81,1,0,48.93,0,-0.272248859782482,-4.64640610120788,-2.72026663548123
"0185026C",193,0,0,1,0,0,106.12,1,0,53.18,0,-0.272248859782482,-4.64640610120788,-2.72026663548123
"0185027C",193,0,0,1,0,0,157.49,1,0,83.65,0,-0.272248859782482,-4.64640610120788,-2.72026663548123
"0750007C",1089,0,0,1,0,0,127.39,1,0,83.95,3,-0.181339768873391,4.89164584684406,0.27973336451877
"0187006C",194,0,0,1,0,0,125.34,1,0,60.87,5,0.0610844735508517,0.49184786704609,2.27973336451877
"0187008C",194,0,0,1,0,0,91.66,1,0,45.85,5,0.0610844735508517,0.49184786704609,2.27973336451877
"0187010C",194,0,0,1,0,0,108.09,1,0,67.8,5,0.0610844735508517,0.49184786704609,2.27973336451877
"0750021C",1089,0,0,1,0,0,113.11,1,0,68.3,3,-0.181339768873391,4.89164584684406,0.27973336451877
"0187014C",194,0,0,1,0,0,85.11,1,0,40.66,5,0.0610844735508517,0.49184786704609,2.27973336451877
"0187015C",194,0,0,1,0,0,120.6,1,0,57.36,5,0.0610844735508517,0.49184786704609,2.27973336451877
"2092019C",219,0,0,1,0,0,100.62,1,0,70.51,0,-0.222248859782482,5.64073675593497,-2.72026663548123
"0187021C",194,0,0,1,0,0,126.83,1,0,96.29,5,0.0610844735508517,0.49184786704609,2.27973336451877
"0188006C",645,0,0,1,0,0,156,1,0,93.27,0,-0.272248859782482,30.640736755935,-2.72026663548123
"0189001C",195,0,0,1,0,0,133.44,1,0,67.06,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189003C",195,0,0,1,0,0,152.39,1,0,96.38,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189004C",195,0,0,1,0,0,112.09,1,0,57.07,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189006C",195,0,0,1,0,0,160.46,1,0,67.75,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189007C",195,0,0,1,0,0,160.08,1,0,95.33,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189009C",195,0,0,1,0,0,152.42,1,0,97.33,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189010C",195,0,0,1,0,0,146.53,1,0,69.98,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189013C",195,0,0,1,0,0,127.38,1,0,84.57,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189016C",195,0,0,1,0,0,135.83,1,0,88.18,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0189019C",195,0,0,1,0,0,153.16,1,0,89.89,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0751023C",1093,0,0,1,0,0,86.52,1,0,45.7,5,-0.0722488597824816,-14.037263244065,2.27973336451877
"0189021C",195,0,0,1,0,0,129.17,1,0,72.81,0,-0.188915526449148,15.805736755935,-2.72026663548123
"0190002C",196,0,0,1,0,0,133.32,1,0,69.79,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0190003C",196,0,0,1,0,0,137.34,1,0,64.03,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0190005C",196,0,0,1,0,0,164.84,1,0,123.49,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0190006C",196,0,0,1,0,0,161.34,1,0,89.29,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0190008C",196,0,0,1,0,0,128.81,1,0,54.06,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0134009C",164,0,0,1,0,0,121.63,1,0,50.08,0,-0.272248859782482,0.567052545408664,-2.72026663548123
"0190019C",196,0,0,1,0,0,154.87,1,0,101.58,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0190020C",196,0,0,1,0,0,103.04,1,0,57.91,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"1116003C",67,0,0,1,0,0,119.24,1,0,62.75,3,-0.129391716925339,-5.61354895835074,0.27973336451877
"0190022C",196,0,0,1,0,0,147.05,1,0,95.66,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0190023C",196,0,0,1,0,0,158.57,1,0,86.08,0,-0.272248859782482,16.9689185741168,-2.72026663548123
"0523007C",637,0,0,1,0,0,88.56,1,0,48.42,3,0.127751140217518,-5.95392991073169,0.27973336451877
"0192005C",197,0,0,1,0,0,139.83,1,0,75.54,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"0192006C",197,0,0,1,0,0,118.02,1,0,62.49,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"0192008C",197,0,0,1,0,0,130.83,1,0,58.95,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"0192009C",197,0,0,1,0,0,160.82,1,0,101.75,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"0192010C",197,0,0,1,0,0,130.67,1,0,59.09,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"1116018C",67,0,0,1,0,0,125.81,1,0,48.08,3,-0.129391716925339,-5.61354895835074,0.27973336451877
"0192014C",197,0,0,1,0,0,129.78,1,0,65.87,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"0691017C",883,0,0,1,0,0,137.95,1,0,69.7,15,0.0134654259318041,-0.904977529779309,12.2797333645188
"0192018C",197,0,0,1,0,0,98.6,1,0,54.25,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"0023001C",250,0,0,1,0,0,126.43,1,0,48.1,3,-0.213425330370717,0.0307367559349743,0.27973336451877
"0192024C",197,0,0,1,0,0,107.01,1,0,56.55,2,-0.272248859782482,0.973236755934977,-0.72026663548123
"0023006C",250,0,0,1,0,0,58.07,1,0,29.82,3,-0.213425330370717,0.0307367559349743,0.27973336451877
"0194007C",198,0,0,1,0,0,101.53,1,0,62.83,8,-0.272248859782482,-1.45497752977931,5.27973336451877
"0194010C",198,0,0,1,0,0,103.24,1,0,52.48,8,-0.272248859782482,-1.45497752977931,5.27973336451877
"0194012C",198,0,0,1,0,0,135.51,1,0,76.01,8,-0.272248859782482,-1.45497752977931,5.27973336451877
"0194013C",198,0,0,1,0,0,131.71,1,0,69.82,8,-0.272248859782482,-1.45497752977931,5.27973336451877
"0194014C",198,0,0,1,0,0,124.71,1,0,65.31,8,-0.272248859782482,-1.45497752977931,5.27973336451877
"0194017C",198,0,0,1,0,0,87.09,1,0,41.43,8,-0.272248859782482,-1.45497752977931,5.27973336451877
"0195010C",639,0,0,1,0,0,66.98,1,0,29,9,0.227751140217518,-23.679263244065,6.27973336451877
"0758013C",1116,0,0,1,0,0,129.01,1,0,61.14,2,-0.272248859782482,-13.0506918154936,-0.72026663548123
"0758014C",1116,0,0,1,0,0,120.71,1,0,54.81,2,-0.272248859782482,-13.0506918154936,-0.72026663548123
"0196001C",199,0,0,1,0,0,157.06,1,0,96.97,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0023021C",250,0,0,1,0,0,131.96,1,0,65.94,3,-0.213425330370717,0.0307367559349743,0.27973336451877
"0196004C",199,0,0,1,0,0,158.96,1,0,80.58,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196005C",199,0,0,1,0,0,132.69,1,0,78.77,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196007C",199,0,0,1,0,0,134.78,1,0,68.85,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196008C",199,0,0,1,0,0,118.63,1,0,48.52,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196009C",199,0,0,1,0,0,132.08,1,0,64.33,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196010C",708,0,0,1,0,0,136.45,1,0,58.49,0,-0.272248859782482,-4.13926324406502,-2.72026663548123
"0196011C",199,0,0,1,0,0,141,1,0,66.26,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196012C",199,0,0,1,0,0,157.71,1,0,90.09,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196014C",199,0,0,1,0,0,133.78,1,0,55.6,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196015C",199,0,0,1,0,0,132.98,1,0,53.53,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0759012C",1119,0,0,1,0,0,71.6,1,0,35.64,3,-0.147248859782482,-16.429888244065,0.27973336451877
"0759014C",1119,0,0,1,0,0,96.62,1,0,46.31,3,-0.147248859782482,-16.429888244065,0.27973336451877
"0529011C",651,0,0,1,0,0,124.45,1,0,52.81,0,-0.209748859782482,4.66136175593497,-2.72026663548123
"0196020C",199,0,0,1,0,0,137.52,1,0,60.61,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196022C",199,0,0,1,0,0,152.26,1,0,99.33,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196024C",199,0,0,1,0,0,130.69,1,0,73.94,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0196026C",199,0,0,1,0,0,121.6,1,0,52.19,1,-0.105582193115815,9.95518120037942,-1.72026663548123
"0197004C",200,0,0,1,0,0,121.87,1,0,71.11,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0197005C",200,0,0,1,0,0,129.73,1,0,52.59,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0197006C",200,0,0,1,0,0,142.72,1,0,81.31,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0197008C",200,0,0,1,0,0,141.23,1,0,79.34,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0197013C",200,0,0,1,0,0,99.01,1,0,53.53,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0197014C",200,0,0,1,0,0,141.34,1,0,69.82,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0197015C",200,0,0,1,0,0,104.72,1,0,44.13,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0197016C",200,0,0,1,0,0,123.74,1,0,50.1,0,-0.272248859782482,0.111986755934979,-2.72026663548123
"0201011C",205,0,0,1,0,0,113.5,1,0,62.12,1,0.127751140217518,-9.31126324406502,-1.72026663548123
"2115018C",230,0,0,1,0,0,162.14,1,0,98.32,3,-0.272248859782482,17.141736755935,0.27973336451877
"0201014C",205,0,0,1,0,0,136.73,1,0,62.5,1,0.127751140217518,-9.31126324406502,-1.72026663548123
"0201016C",205,0,0,1,0,0,122.28,1,0,49.09,1,0.127751140217518,-9.31126324406502,-1.72026663548123
"0028009C",276,0,0,1,0,0,151.42,1,0,83.78,0,-0.188915526449148,15.0274034226016,-2.72026663548123
"0430014C",470,0,0,1,0,0,116.08,1,0,69.38,0,-0.272248859782482,6.62652622961918,-2.72026663548123
"0202011C",616,0,0,1,0,0,148.51,1,0,74.71,1,-0.272248859782482,12.080736755935,-1.72026663548123
"0204003C",209,0,0,1,0,0,116.04,1,0,56.08,2,-0.272248859782482,-13.3806918154936,-0.72026663548123
"0204004C",209,0,0,1,0,0,76.91,1,0,32.34,2,-0.272248859782482,-13.3806918154936,-0.72026663548123
"0204009C",209,0,0,1,0,0,144.84,1,0,54.91,2,-0.272248859782482,-13.3806918154936,-0.72026663548123
"0204011C",209,0,0,1,0,0,140.08,1,0,48.24,2,-0.272248859782482,-13.3806918154936,-0.72026663548123
"0204012C",209,0,0,1,0,0,144.71,1,0,65.82,2,-0.272248859782482,-13.3806918154936,-0.72026663548123
"0204019C",209,0,0,1,0,0,131.44,1,0,66.79,2,-0.272248859782482,-13.3806918154936,-0.72026663548123
"0204021C",209,0,0,1,0,0,67.29,1,0,20.56,2,-0.272248859782482,-13.3806918154936,-0.72026663548123
"0764007C",1137,0,0,1,0,0,117.1,1,0,66.22,14,-0.272248859782482,-8.08985147935914,11.2797333645188
"0204023C",611,0,0,1,0,0,140.63,1,0,61.84,0,-0.272248859782482,-0.789263244065019,-2.72026663548123
"0206007C",778,0,0,1,0,0,144.01,1,0,58.27,12,0.0610844735508517,-2.91592991073169,9.27973336451877
"0206011C",778,0,0,1,0,0,117.97,1,0,48.91,12,0.0610844735508517,-2.91592991073169,9.27973336451877
"0029022C",284,0,0,1,0,0,90.58,1,0,30.11,0,-0.16113774867137,-3.56259657739835,-2.72026663548123
"0212002C",232,0,0,1,0,0,111.76,1,0,70.7,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0212004C",232,0,0,1,0,0,75.39,1,0,37.71,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0212008C",613,0,0,1,0,0,137.49,1,0,55.2,6,-0.272248859782482,-7.42926324406502,3.27973336451877
"0212011C",232,0,0,1,0,0,115.27,1,0,60.46,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0212012C",232,0,0,1,0,0,136.54,1,0,88.65,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0212016C",232,0,0,1,0,0,117.73,1,0,50.18,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0212017C",232,0,0,1,0,0,136.73,1,0,64.03,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0033012C",359,0,0,1,0,0,111.98,1,0,58.95,9,-0.213425330370717,-0.256322067594432,6.27973336451877
"0212021C",232,0,0,1,0,0,123.72,1,0,65.86,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0033014C",359,0,0,1,0,0,115.69,1,0,62.93,9,-0.213425330370717,-0.256322067594432,6.27973336451877
"0212023C",232,0,0,1,0,0,131.17,1,0,57.53,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0212024C",232,0,0,1,0,0,132.05,1,0,72.11,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0212025C",232,0,0,1,0,0,117.99,1,0,66.31,0,-0.105582193115815,1.29990342260164,-2.72026663548123
"0765010C",1141,0,0,1,0,0,73.82,1,0,51.24,0,-0.205582193115815,-15.6859299107317,-2.72026663548123
"0214004C",241,0,0,1,0,0,150.49,1,0,72.09,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0214005C",241,0,0,1,0,0,134.62,1,0,63.56,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0149008C",172,0,0,1,0,0,131.37,1,0,64.55,0,-0.272248859782482,3.48962564482387,-2.72026663548123
"0214008C",241,0,0,1,0,0,120.42,1,0,48.43,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0535004C",660,0,0,1,0,0,137.36,1,0,86.62,0,-0.272248859782482,14.3125549377532,-2.72026663548123
"0034005C",364,0,0,1,0,0,96.69,1,0,59.36,5,-0.0222488597824816,-7.76926324406502,2.27973336451877
"0214014C",241,0,0,1,0,0,118.06,1,0,56.11,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0214015C",241,0,0,1,0,0,142.7,1,0,57.48,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0214016C",241,0,0,1,0,0,131.95,1,0,47.27,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0214017C",241,0,0,1,0,0,137.53,1,0,63.17,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0214018C",241,0,0,1,0,0,153.67,1,0,84.75,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0214019C",241,0,0,1,0,0,142.4,1,0,81.73,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0214020C",241,0,0,1,0,0,152.96,1,0,74.66,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0036010C",378,0,0,1,0,0,89.32,1,0,42.28,2,-0.272248859782482,-11.4425965773984,-0.72026663548123
"0214023C",241,0,0,1,0,0,131.84,1,0,50.89,1,-0.154601800958952,-2.95926324406502,-1.72026663548123
"0766009C",1144,0,0,1,0,0,67.56,1,0,41.54,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766010C",1144,0,0,1,0,0,86.72,1,0,52.13,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766011C",1144,0,0,1,0,0,121.28,1,0,53.15,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766016C",1144,0,0,1,0,0,123.37,1,0,62.38,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766018C",1144,0,0,1,0,0,72.09,1,0,38.29,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766019C",1144,0,0,1,0,0,117.35,1,0,49.22,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766021C",1144,0,0,1,0,0,70.67,1,0,36.19,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766022C",1144,0,0,1,0,0,71.11,1,0,48.41,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0766024C",1144,0,0,1,0,0,124.02,1,0,68.08,6,-0.272248859782482,-13.1725965773984,3.27973336451877
"0767001C",1146,0,0,1,0,0,110.21,1,0,65.22,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"0037043C",389,0,0,1,0,0,100.47,1,0,44.2,15,-0.0904306779642998,-3.3519905167923,12.2797333645188
"0767005C",1146,0,0,1,0,0,116,1,0,54.97,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"0767006C",1146,0,0,1,0,0,140.56,1,0,82.14,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"0767007C",1146,0,0,1,0,0,135.12,1,0,82.29,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"0767008C",1146,0,0,1,0,0,151.58,1,0,100.51,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"0767011C",1146,0,0,1,0,0,123.04,1,0,74.2,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"0767013C",1146,0,0,1,0,0,100.17,1,0,58.07,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"0038018C",397,0,0,1,0,0,112.44,1,0,43.24,0,-0.172248859782482,-18.101263244065,-2.72026663548123
"0038019C",397,0,0,1,0,0,146.61,1,0,63.89,0,-0.172248859782482,-18.101263244065,-2.72026663548123
"0767016C",1146,0,0,1,0,0,90.06,1,0,51.66,0,-0.272248859782482,6.53528221048044,-2.72026663548123
"2125008C",663,0,0,1,0,0,130.26,1,0,75.09,15,-0.272248859782482,-5.61003247483426,12.2797333645188
"2125009C",663,0,0,1,0,0,127.41,1,0,39.68,15,-0.272248859782482,-5.61003247483426,12.2797333645188
"2125010C",663,0,0,1,0,0,107.55,1,0,67.77,15,-0.272248859782482,-5.61003247483426,12.2797333645188
"2125012C",663,0,0,1,0,0,152.18,1,0,68.98,15,-0.272248859782482,-5.61003247483426,12.2797333645188
"0041002C",423,0,0,1,0,0,129.97,1,0,70.35,0,0.0354434479098261,4.68304444824268,-2.72026663548123
"2125014C",663,0,0,1,0,0,135.2,1,0,77.84,15,-0.272248859782482,-5.61003247483426,12.2797333645188
"2125017C",663,0,0,1,0,0,88.94,1,0,48.01,15,-0.272248859782482,-5.61003247483426,12.2797333645188
"0546016C",665,0,0,1,0,0,122.54,1,0,45.28,0,-0.181339768873391,-11.2038086986105,-2.72026663548123
"2125022C",663,0,0,1,0,0,85.74,1,0,32.5,15,-0.272248859782482,-5.61003247483426,12.2797333645188
"0224002C",247,0,0,1,0,0,121.3,1,0,78,1,-0.272248859782482,-7.31926324406502,-1.72026663548123
"0224004C",247,0,0,1,0,0,85.62,1,0,41.48,1,-0.272248859782482,-7.31926324406502,-1.72026663548123
"0224008C",247,0,0,1,0,0,138.78,1,0,65.44,1,-0.272248859782482,-7.31926324406502,-1.72026663548123
"0224014C",247,0,0,1,0,0,84.57,1,0,36.32,1,-0.272248859782482,-7.31926324406502,-1.72026663548123
"0227001C",248,0,0,1,0,0,139.24,1,0,55.01,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227002C",248,0,0,1,0,0,117.34,1,0,48.85,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227003C",248,0,0,1,0,0,151.55,1,0,64.74,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0043001C",469,0,0,1,0,0,50.86,1,0,26.79,15,0.0610844735508517,-8.52992991073169,12.2797333645188
"0227005C",248,0,0,1,0,0,143.62,1,0,59.87,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227006C",248,0,0,1,0,0,130.35,1,0,64.34,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0549011C",674,0,0,1,0,0,131.74,1,0,65.11,1,-0.0722488597824816,-1.99459657739835,-1.72026663548123
"0549013C",674,0,0,1,0,0,107.52,1,0,64.83,1,-0.0722488597824816,-1.99459657739835,-1.72026663548123
"0645011C",854,0,0,1,0,0,126.65,1,0,60.96,5,-0.181339768873391,-7.80835415315593,2.27973336451877
"0227014C",248,0,0,1,0,0,159.71,1,0,86.21,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227015C",248,0,0,1,0,0,142.94,1,0,63.1,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227016C",248,0,0,1,0,0,130.3,1,0,49.03,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227018C",248,0,0,1,0,0,142.42,1,0,61.61,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227019C",248,0,0,1,0,0,150.57,1,0,63.68,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227021C",248,0,0,1,0,0,98.4,1,0,44.93,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227022C",248,0,0,1,0,0,67.76,1,0,39.47,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227023C",248,0,0,1,0,0,148.7,1,0,82.12,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227024C",248,0,0,1,0,0,125.87,1,0,56.85,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0227025C",248,0,0,1,0,0,142.28,1,0,73.93,0,-0.272248859782482,0.0281051769876086,-2.72026663548123
"0228005C",249,0,0,1,0,0,139.06,1,0,63.14,0,-0.272248859782482,3.30407008926831,-2.72026663548123
"0228007C",249,0,0,1,0,0,138.98,1,0,71.69,0,-0.272248859782482,3.30407008926831,-2.72026663548123
"0228012C",249,0,0,1,0,0,142.25,1,0,89.36,0,-0.272248859782482,3.30407008926831,-2.72026663548123
"0228019C",249,0,0,1,0,0,128.51,1,0,51.42,0,-0.272248859782482,3.30407008926831,-2.72026663548123
"0228021C",249,0,0,1,0,0,103.13,1,0,56.68,0,-0.272248859782482,3.30407008926831,-2.72026663548123
"0228023C",249,0,0,1,0,0,133.4,1,0,63.31,0,-0.272248859782482,3.30407008926831,-2.72026663548123
"0241006C",251,0,0,1,0,0,113.03,1,0,48.21,5,-0.272248859782482,-9.85426324406502,2.27973336451877
"0241008C",251,0,0,1,0,0,65.57,1,0,46.89,5,-0.272248859782482,-9.85426324406502,2.27973336451877
"0241013C",251,0,0,1,0,0,147.69,1,0,78.24,5,-0.272248859782482,-9.85426324406502,2.27973336451877
"0241014C",251,0,0,1,0,0,133.73,1,0,66.29,5,-0.272248859782482,-9.85426324406502,2.27973336451877
"0241015C",251,0,0,1,0,0,85.38,1,0,44.16,5,-0.272248859782482,-9.85426324406502,2.27973336451877
"0241021C",251,0,0,1,0,0,87,1,0,45.05,5,-0.272248859782482,-9.85426324406502,2.27973336451877
"0241022C",251,0,0,1,0,0,105.3,1,0,35.61,5,-0.272248859782482,-9.85426324406502,2.27973336451877
"0242002C",252,0,0,1,0,0,142.85,1,0,57.79,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242003C",252,0,0,1,0,0,152.66,1,0,92.43,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242005C",252,0,0,1,0,0,139.38,1,0,73.04,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242007C",252,0,0,1,0,0,138.67,1,0,57.51,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242008C",252,0,0,1,0,0,145.46,1,0,73.8,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242010C",252,0,0,1,0,0,151.06,1,0,79.1,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242012C",252,0,0,1,0,0,142.49,1,0,85.5,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242013C",252,0,0,1,0,0,114.81,1,0,51.55,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242015C",252,0,0,1,0,0,103.15,1,0,46.53,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242016C",252,0,0,1,0,0,101.48,1,0,59.12,1,-0.272248859782482,5.42883199403021,-1.72026663548123
