"CHILDID","mm1","mm2","mm3","w1","w2","w3","POST","cons","Mob","PRE","RET","wM","wPRE","wRET"
"0242017C",252,0,0,1,0,0,120.68,1,0,57.05,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242018C",252,0,0,1,0,0,156.33,1,0,98.92,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242019C",252,0,0,1,0,0,146.76,1,0,82.53,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242020C",252,0,0,1,0,0,129.68,1,0,64.63,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242021C",252,0,0,1,0,0,127.36,1,0,71.62,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242022C",252,0,0,1,0,0,142.08,1,0,74.69,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242023C",252,0,0,1,0,0,125.56,1,0,66.21,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242024C",252,0,0,1,0,0,102.99,1,0,55.27,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242040C",252,0,0,1,0,0,128.68,1,0,70.42,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0242042C",252,0,0,1,0,0,122.01,1,0,56.87,1,-0.272248859782482,5.42883199403021,-1.72026663548123
"0243004C",253,0,0,1,0,0,119.52,1,0,48.43,0,0.227751140217518,17.640736755935,-2.72026663548123
"0785002C",1185,0,0,1,0,0,146.63,1,0,54.69,7,-0.105582193115815,6.11907008926831,4.27973336451877
"0243007C",253,0,0,1,0,0,115.37,1,0,72.4,0,0.227751140217518,17.640736755935,-2.72026663548123
"0785005C",1185,0,0,1,0,0,77.12,1,0,55.99,7,-0.105582193115815,6.11907008926831,4.27973336451877
"0442005C",496,0,0,1,0,0,151.64,1,0,110.04,0,-0.272248859782482,10.317236755935,-2.72026663548123
"0243018C",253,0,0,1,0,0,136.98,1,0,93.89,0,0.227751140217518,17.640736755935,-2.72026663548123
"0559005C",703,0,0,1,0,0,107.61,1,0,50.16,0,-0.205582193115815,-2.96126324406502,-2.72026663548123
"0243021C",253,0,0,1,0,0,138.98,1,0,96.02,0,0.227751140217518,17.640736755935,-2.72026663548123
"0442011C",496,0,0,1,0,0,110.55,1,0,51.54,0,-0.272248859782482,10.317236755935,-2.72026663548123
"0245001C",254,0,0,1,0,0,140.73,1,0,68.34,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0245003C",254,0,0,1,0,0,129.47,1,0,66.08,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0785015C",1185,0,0,1,0,0,152.18,1,0,73.58,7,-0.105582193115815,6.11907008926831,4.27973336451877
"0245005C",254,0,0,1,0,0,154.92,1,0,91.05,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0788002C",1192,0,0,1,0,0,113.61,1,0,66.1,2,-0.147248859782482,4.27698675593498,-0.72026663548123
"0245008C",254,0,0,1,0,0,155.17,1,0,79.34,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0245009C",254,0,0,1,0,0,152.75,1,0,55.25,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0245011C",254,0,0,1,0,0,156.54,1,0,86.68,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0245012C",254,0,0,1,0,0,105.76,1,0,59.03,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0788016C",1192,0,0,1,0,0,119.25,1,0,66.53,2,-0.147248859782482,4.27698675593498,-0.72026663548123
"0245015C",254,0,0,1,0,0,127.21,1,0,75.87,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0051017C",587,0,0,1,0,0,129.73,1,0,57.15,0,-0.272248859782482,6.44007008926831,-2.72026663548123
"0051018C",587,0,0,1,0,0,135.5,1,0,79.16,0,-0.272248859782482,6.44007008926831,-2.72026663548123
"0245022C",254,0,0,1,0,0,158.55,1,0,89.59,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0245024C",254,0,0,1,0,0,129.98,1,0,67.13,0,-0.0722488597824816,5.62607008926832,-2.72026663548123
"0246001C",255,0,0,1,0,0,91.63,1,0,45.51,4,-0.147248859782482,-2.63051324406502,1.27973336451877
"0052003C",628,0,0,1,0,0,131.08,1,0,80.04,1,-0.188915526449148,1.94907008926831,-1.72026663548123
"0246004C",255,0,0,1,0,0,136.34,1,0,71.01,4,-0.147248859782482,-2.63051324406502,1.27973336451877
"0246005C",255,0,0,1,0,0,120.04,1,0,50.93,4,-0.147248859782482,-2.63051324406502,1.27973336451877
"0246008C",255,0,0,1,0,0,114.24,1,0,55.42,4,-0.147248859782482,-2.63051324406502,1.27973336451877
"0246014C",255,0,0,1,0,0,141.52,1,0,74.63,4,-0.147248859782482,-2.63051324406502,1.27973336451877
"0246015C",255,0,0,1,0,0,141.69,1,0,56.95,4,-0.147248859782482,-2.63051324406502,1.27973336451877
"0246022C",255,0,0,1,0,0,131.29,1,0,64.23,4,-0.147248859782482,-2.63051324406502,1.27973336451877
"0247001C",256,0,0,1,0,0,155.65,1,0,66.9,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247005C",256,0,0,1,0,0,92.02,1,0,53.48,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247006C",256,0,0,1,0,0,143.47,1,0,93.8,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247010C",256,0,0,1,0,0,128.82,1,0,65.02,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247011C",256,0,0,1,0,0,157.58,1,0,123.49,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0052021C",628,0,0,1,0,0,118.78,1,0,60.61,1,-0.188915526449148,1.94907008926831,-1.72026663548123
"0247013C",256,0,0,1,0,0,114.4,1,0,59.09,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247014C",256,0,0,1,0,0,160.56,1,0,114.94,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247015C",256,0,0,1,0,0,134.74,1,0,77.11,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247019C",256,0,0,1,0,0,160.2,1,0,106.26,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247020C",256,0,0,1,0,0,160.5,1,0,67.16,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247021C",256,0,0,1,0,0,138.74,1,0,65.64,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247022C",256,0,0,1,0,0,152.23,1,0,84.81,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0247024C",256,0,0,1,0,0,152.6,1,0,77.57,1,-0.272248859782482,17.1285938987921,-1.72026663548123
"0250001C",257,0,0,1,0,0,141.03,1,0,96.18,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0445015C",501,0,0,1,0,0,160.14,1,0,88.27,0,-0.272248859782482,14.6664510416493,-2.72026663548123
"0250004C",257,0,0,1,0,0,131.17,1,0,54.21,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250005C",257,0,0,1,0,0,137.62,1,0,75.3,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250007C",257,0,0,1,0,0,128.97,1,0,58.71,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250009C",257,0,0,1,0,0,151.19,1,0,75.37,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250012C",257,0,0,1,0,0,122.42,1,0,49.69,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250014C",257,0,0,1,0,0,129.99,1,0,55.28,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250015C",257,0,0,1,0,0,136.36,1,0,76.64,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250016C",257,0,0,1,0,0,153.06,1,0,76.03,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250018C",257,0,0,1,0,0,146.62,1,0,76.72,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250019C",257,0,0,1,0,0,138.69,1,0,74.94,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250021C",257,0,0,1,0,0,120.42,1,0,48.49,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250023C",257,0,0,1,0,0,129.35,1,0,67.42,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0250024C",257,0,0,1,0,0,160.73,1,0,69.96,0,-0.205582193115815,5.04940342260165,-2.72026663548123
"0252015C",258,0,0,1,0,0,119.02,1,0,55.16,3,-0.272248859782482,-8.98426324406503,0.27973336451877
"0252020C",258,0,0,1,0,0,102.28,1,0,52.13,3,-0.272248859782482,-8.98426324406503,0.27973336451877
"0255011C",259,0,0,1,0,0,101.36,1,0,46.01,4,-0.0222488597824816,-18.321763244065,1.27973336451877
"0255016C",259,0,0,1,0,0,96.18,1,0,31.81,4,-0.0222488597824816,-18.321763244065,1.27973336451877
"0255019C",259,0,0,1,0,0,121.52,1,0,52.56,4,-0.0222488597824816,-18.321763244065,1.27973336451877
"0797009C",1209,0,0,1,0,0,59.61,1,0,34.46,4,-0.272248859782482,-2.50926324406502,1.27973336451877
"0256001C",260,0,0,1,0,0,108.97,1,0,48.6,0,0.0277511402175184,2.08673675593497,-2.72026663548123
"0256002C",260,0,0,1,0,0,152.93,1,0,89.07,0,0.0277511402175184,2.08673675593497,-2.72026663548123
"0797014C",1209,0,0,1,0,0,142.78,1,0,50.64,4,-0.272248859782482,-2.50926324406502,1.27973336451877
"0256008C",260,0,0,1,0,0,152.28,1,0,76.15,0,0.0277511402175184,2.08673675593497,-2.72026663548123
"0256010C",260,0,0,1,0,0,127.38,1,0,52.79,0,0.0277511402175184,2.08673675593497,-2.72026663548123
"0797020C",1209,0,0,1,0,0,74.23,1,0,39.83,4,-0.272248859782482,-2.50926324406502,1.27973336451877
"0797021C",1209,0,0,1,0,0,153.49,1,0,104.38,4,-0.272248859782482,-2.50926324406502,1.27973336451877
"0176006C",188,0,0,1,0,0,134.81,1,0,51.3,0,-0.272248859782482,4.84073675593498,-2.72026663548123
"0256020C",260,0,0,1,0,0,107.8,1,0,55.49,0,0.0277511402175184,2.08673675593497,-2.72026663548123
"0256023C",260,0,0,1,0,0,141.2,1,0,75.55,0,0.0277511402175184,2.08673675593497,-2.72026663548123
"0257003C",261,0,0,1,0,0,126.1,1,0,65.62,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257004C",261,0,0,1,0,0,158.58,1,0,65.96,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257005C",261,0,0,1,0,0,130.14,1,0,63.93,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257006C",261,0,0,1,0,0,140.18,1,0,55.15,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257008C",261,0,0,1,0,0,121.04,1,0,54.44,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257009C",261,0,0,1,0,0,154.49,1,0,95.16,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257010C",261,0,0,1,0,0,130.78,1,0,56.08,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257011C",261,0,0,1,0,0,126.29,1,0,59.16,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257012C",261,0,0,1,0,0,131.92,1,0,66.68,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0800011C",1217,0,0,1,0,0,95.12,1,0,41.75,4,-0.272248859782482,4.39689060208882,1.27973336451877
"0257014C",261,0,0,1,0,0,146.68,1,0,79.88,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257015C",261,0,0,1,0,0,153.16,1,0,66.85,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257018C",261,0,0,1,0,0,165.13,1,0,118.51,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0257023C",261,0,0,1,0,0,140.26,1,0,73.29,0,-0.20082028835391,7.11073675593497,-2.72026663548123
"0800017C",1217,0,0,1,0,0,113.19,1,0,67.56,4,-0.272248859782482,4.39689060208882,1.27973336451877
"0800018C",1217,0,0,1,0,0,70.16,1,0,43.92,4,-0.272248859782482,4.39689060208882,1.27973336451877
"0800021C",1217,0,0,1,0,0,135.5,1,0,63.05,4,-0.272248859782482,4.39689060208882,1.27973336451877
"0800023C",1217,0,0,1,0,0,137.73,1,0,82.73,4,-0.272248859782482,4.39689060208882,1.27973336451877
"0800024C",1217,0,0,1,0,0,86.82,1,0,51.67,4,-0.272248859782482,4.39689060208882,1.27973336451877
"0803001C",1223,0,0,1,0,0,113.37,1,0,53.69,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0803002C",1223,0,0,1,0,0,118.9,1,0,70.83,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0803003C",1223,0,0,1,0,0,132.08,1,0,65.14,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0803004C",1223,0,0,1,0,0,138.66,1,0,65.01,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0803008C",1223,0,0,1,0,0,109.7,1,0,60.73,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0803010C",1223,0,0,1,0,0,96.64,1,0,58.07,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0803012C",1223,0,0,1,0,0,120.38,1,0,53.07,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0803015C",1223,0,0,1,0,0,92.16,1,0,44.08,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0057022C",728,0,0,1,0,0,135.6,1,0,85.66,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0803017C",1223,0,0,1,0,0,104.66,1,0,58.14,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"3021003C",303,0,0,1,0,0,155.13,1,0,78.96,2,-0.272248859782482,-6.78926324406503,-0.72026663548123
"0803022C",1223,0,0,1,0,0,143.64,1,0,76.53,2,-0.118402705936328,-4.38080170560348,-0.72026663548123
"0057040C",728,0,0,1,0,0,139.44,1,0,80.66,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0058002C",749,0,0,1,0,0,100.07,1,0,52.28,1,0.0610844735508517,-15.8170410218428,-1.72026663548123
"0804004C",1228,0,0,1,0,0,86.46,1,0,41.18,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804007C",1228,0,0,1,0,0,124.6,1,0,68.01,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804011C",1228,0,0,1,0,0,76.57,1,0,55.8,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804012C",1228,0,0,1,0,0,116.51,1,0,60.98,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804014C",1228,0,0,1,0,0,129.03,1,0,68.13,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804019C",1228,0,0,1,0,0,133.81,1,0,62.3,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804020C",1228,0,0,1,0,0,138.42,1,0,96.94,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804022C",1228,0,0,1,0,0,139.94,1,0,68.77,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0804023C",1228,0,0,1,0,0,96.47,1,0,50.27,0,-0.272248859782482,2.22982766502589,-2.72026663548123
"0062009C",819,0,0,1,0,0,129.39,1,0,47.22,5,-0.272248859782482,2.66240342260165,2.27973336451877
"0805001C",1231,0,0,1,0,0,119.25,1,0,50.06,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805002C",1231,0,0,1,0,0,55.21,1,0,20.92,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805003C",1231,0,0,1,0,0,75.61,1,0,53.23,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805004C",1231,0,0,1,0,0,78.02,1,0,39.97,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805005C",1231,0,0,1,0,0,131.48,1,0,49.81,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805006C",1231,0,0,1,0,0,152.26,1,0,51.42,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805008C",1231,0,0,1,0,0,139.66,1,0,89.69,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805009C",1231,0,0,1,0,0,74.3,1,0,20.37,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0805010C",1231,0,0,1,0,0,119.63,1,0,58.75,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0064009C",504,0,0,1,0,0,76.37,1,0,45.7,5,0.227751140217518,-12.399263244065,2.27973336451877
"0064010C",848,0,0,1,0,0,92.85,1,0,51.77,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0805018C",1231,0,0,1,0,0,143.35,1,0,74.19,3,-0.272248859782482,-9.01051324406502,0.27973336451877
"0263001C",266,0,0,1,0,0,133.89,1,0,44.89,0,-0.272248859782482,-17.003263244065,-2.72026663548123
"0263002C",266,0,0,1,0,0,95.79,1,0,37.04,0,-0.272248859782482,-17.003263244065,-2.72026663548123
"0263003C",266,0,0,1,0,0,118.06,1,0,41,0,-0.272248859782482,-17.003263244065,-2.72026663548123
"0263005C",266,0,0,1,0,0,116.51,1,0,54.13,0,-0.272248859782482,-17.003263244065,-2.72026663548123
"0263009C",266,0,0,1,0,0,110.21,1,0,51.07,0,-0.272248859782482,-17.003263244065,-2.72026663548123
"0264003C",267,0,0,1,0,0,130.74,1,0,75.39,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"0264004C",267,0,0,1,0,0,106.2,1,0,45.02,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"0264005C",267,0,0,1,0,0,139.59,1,0,66.18,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"0264006C",267,0,0,1,0,0,128.6,1,0,85.52,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"0264007C",267,0,0,1,0,0,135.8,1,0,79.53,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"0264010C",267,0,0,1,0,0,124.42,1,0,63.79,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"0264016C",267,0,0,1,0,0,150.47,1,0,71.46,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"0264017C",267,0,0,1,0,0,117.59,1,0,62.29,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"3026012C",307,0,0,1,0,0,116.58,1,0,36.76,14,-0.272248859782482,-7.9570410218428,11.2797333645188
"0066009C",865,0,0,1,0,0,102.73,1,0,59.81,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0264023C",267,0,0,1,0,0,61.88,1,0,33.89,1,-0.181339768873391,-0.0183541531559328,-1.72026663548123
"3026021C",307,0,0,1,0,0,129.18,1,0,45.67,14,-0.272248859782482,-7.9570410218428,11.2797333645188
"0265003C",268,0,0,1,0,0,156.46,1,0,52.08,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265004C",268,0,0,1,0,0,163.34,1,0,103.92,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265006C",268,0,0,1,0,0,95.99,1,0,46.6,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265008C",268,0,0,1,0,0,140.22,1,0,79.34,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265009C",268,0,0,1,0,0,113.6,1,0,74.74,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265010C",268,0,0,1,0,0,105.97,1,0,57.01,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265011C",268,0,0,1,0,0,154.49,1,0,76.03,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265014C",268,0,0,1,0,0,89.74,1,0,44.8,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"0265015C",268,0,0,1,0,0,130.33,1,0,55.11,3,-0.0904306779642998,0.641645846844071,0.27973336451877
"3028010C",308,0,0,1,0,0,134.14,1,0,50.57,0,-0.216693304226926,8.56295897815721,-2.72026663548123
"0266002C",269,0,0,1,0,0,112.02,1,0,55.16,10,-0.272248859782482,-7.46926324406503,7.27973336451877
"0267001C",270,0,0,1,0,0,150.31,1,0,49.93,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0267007C",270,0,0,1,0,0,135.79,1,0,55.33,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0811015C",1253,0,0,1,0,0,65.8,1,0,46.09,2,0.0134654259318041,-14.4449775297793,-0.72026663548123
"0267012C",270,0,0,1,0,0,101.95,1,0,25.3,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0267015C",270,0,0,1,0,0,111.98,1,0,43.89,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0267016C",270,0,0,1,0,0,141.61,1,0,77.39,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0267019C",270,0,0,1,0,0,131.17,1,0,62.96,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0267021C",270,0,0,1,0,0,164.45,1,0,62.99,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0267022C",270,0,0,1,0,0,125.4,1,0,55.56,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0267023C",270,0,0,1,0,0,86.9,1,0,38.6,3,-0.172248859782482,-8.96526324406502,0.27973336451877
"0812006C",1257,0,0,1,0,0,141.15,1,0,62.82,0,-0.209748859782482,4.31448675593497,-2.72026663548123
"0812008C",1257,0,0,1,0,0,134.15,1,0,77.72,0,-0.209748859782482,4.31448675593497,-2.72026663548123
"0812009C",1257,0,0,1,0,0,132.56,1,0,62.98,0,-0.209748859782482,4.31448675593497,-2.72026663548123
"0069018C",712,0,0,1,0,0,143.71,1,0,60.76,7,-0.272248859782482,0.41073675593497,4.27973336451877
"0812012C",1257,0,0,1,0,0,117.12,1,0,58.23,0,-0.209748859782482,4.31448675593497,-2.72026663548123
"0812013C",1257,0,0,1,0,0,126.32,1,0,52.24,0,-0.209748859782482,4.31448675593497,-2.72026663548123
"0812015C",1257,0,0,1,0,0,130.53,1,0,56.28,0,-0.209748859782482,4.31448675593497,-2.72026663548123
"3030003C",311,0,0,1,0,0,145.22,1,0,81.73,1,0.102751140217518,19.999486755935,-1.72026663548123
"0270001C",272,0,0,1,0,0,149.61,1,0,63.27,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270003C",272,0,0,1,0,0,140.49,1,0,79.04,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270004C",272,0,0,1,0,0,141.35,1,0,57.77,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270006C",272,0,0,1,0,0,135.93,1,0,59.29,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270007C",272,0,0,1,0,0,157.99,1,0,86.25,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270009C",272,0,0,1,0,0,108.45,1,0,58.54,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0072020C",979,0,0,1,0,0,136.59,1,0,58.84,0,0.0610844735508517,-3.03926324406502,-2.72026663548123
"0270011C",272,0,0,1,0,0,125.45,1,0,45.75,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0073003C",1010,0,0,1,0,0,158.21,1,0,92.99,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0073005C",1010,0,0,1,0,0,148.2,1,0,68.67,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0270018C",272,0,0,1,0,0,103.82,1,0,35.87,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270019C",272,0,0,1,0,0,149.18,1,0,71.41,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270022C",272,0,0,1,0,0,120.31,1,0,66.54,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270023C",272,0,0,1,0,0,142.89,1,0,48.9,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0270024C",272,0,0,1,0,0,121.25,1,0,53.72,5,-0.272248859782482,-2.46792991073169,2.27973336451877
"0815004C",1268,0,0,1,0,0,141.46,1,0,63.91,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0815006C",1268,0,0,1,0,0,124.95,1,0,42.98,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0815007C",1268,0,0,1,0,0,116.41,1,0,59.25,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0815008C",1268,0,0,1,0,0,138.99,1,0,65.59,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0815009C",1268,0,0,1,0,0,151.97,1,0,104.32,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0815010C",1268,0,0,1,0,0,128.63,1,0,73.93,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0815011C",1268,0,0,1,0,0,94.12,1,0,49.9,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0073024C",1010,0,0,1,0,0,161.22,1,0,78.59,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0073025C",1010,0,0,1,0,0,141.49,1,0,85.43,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0075002C",1088,0,0,1,0,0,134.47,1,0,74.22,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075003C",1088,0,0,1,0,0,142.82,1,0,87.32,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0815021C",1268,0,0,1,0,0,116.33,1,0,61.19,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0815022C",1268,0,0,1,0,0,114.98,1,0,59.94,3,-0.272248859782482,1.54673675593498,0.27973336451877
"0075007C",1088,0,0,1,0,0,78.61,1,0,41.74,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0272003C",274,0,0,1,0,0,158.15,1,0,65.24,1,-0.129391716925339,5.93073675593498,-1.72026663548123
"0272006C",274,0,0,1,0,0,143.38,1,0,59.49,1,-0.129391716925339,5.93073675593498,-1.72026663548123
"0272009C",274,0,0,1,0,0,142.44,1,0,67.28,1,-0.129391716925339,5.93073675593498,-1.72026663548123
